,codigo_tse,qt_aptos_1t_2022,qt_aptos_2t_2022,qt_comparecimento_1t_2022,qt_comparecimento_2t_2022,qt_abstencao_1t_2022,qt_abstencao_2t_2022,qt_aptos_1t_2020,qt_aptos_2t_2020,qt_comparecimento_1t_2020,qt_comparecimento_2t_2020,qt_abstencao_1t_2020,qt_abstencao_2t_2020,qt_aptos_1t_2018,qt_aptos_2t_2018,qt_comparecimento_1t_2018,qt_comparecimento_2t_2018,qt_abstencao_1t_2018,qt_abstencao_2t_2018,id_municipio
185,4430,53160,53160,43274,42519,9886,10641,50682.0,,41040.0,,9642.0,,50068,50068,41013,39314,9055,10754,1502202
186,4448,33469,33469,23156,22204,10313,11265,32856.0,,24408.0,,8448.0,,32489,32489,22561,20707,9928,11782,1501782
187,4456,41036,41036,34212,33181,6824,7855,39091.0,,33644.0,,5447.0,,38234,38234,32227,29967,6007,8267,1502301
188,4464,17084,17084,12165,12159,4919,4925,16660.0,,12732.0,,3928.0,,15788,15788,11117,10586,4671,5202,1507151
189,4472,138488,138488,115062,114883,23426,23605,129958.0,,105384.0,,24574.0,,128121,128121,107490,105724,20631,22397,1502400
190,4480,16200,16200,12291,11833,3909,4367,15847.0,,13134.0,,2713.0,,14402,14402,10954,10021,3448,4381,1504950
191,4499,14514,14514,10290,9397,4224,5117,13298.0,,10964.0,,2334.0,,12360,12360,10094,9077,2266,3283,1502509
192,4502,5470,5470,4247,4242,1223,1228,5331.0,,4680.0,,651.0,,5005,5005,4285,4196,720,809,1500131
193,4510,11450,11450,9196,8460,2254,2990,10815.0,,9027.0,,1788.0,,10062,10062,8062,7011,2000,3051,1502608
194,4529,7170,7170,5416,5220,1754,1950,6577.0,,5677.0,,900.0,,4899,4899,4011,3898,888,1001,1502764
195,4537,33410,33410,24688,24829,8722,8581,32215.0,,24915.0,,7300.0,,31508,31508,24453,24037,7055,7471,1502707
196,4545,10800,10800,8550,8277,2250,2523,10564.0,,8929.0,,1635.0,,10159,10159,8217,7652,1942,2507,1507961
197,4553,23461,23461,18602,17587,4859,5874,21900.0,,18553.0,,3347.0,,20334,20334,15544,14182,4790,6152,1502806
198,4561,14097,14097,10909,10563,3188,3534,13560.0,,11296.0,,2264.0,,12795,12795,10185,9946,2610,2849,1503044
199,4570,33635,33635,26529,25189,7106,8446,31029.0,,24848.0,,6181.0,,30324,30324,24336,22422,5988,7902,1502905
200,4588,2948,2948,2220,2172,728,776,2876.0,,2464.0,,412.0,,2393,2393,1987,1920,406,473,1501253
201,4596,6892,6892,5102,4793,1790,2099,6449.0,,5494.0,,955.0,,5857,5857,4266,4032,1591,1825,1503002
202,4600,10293,10293,8363,8073,1930,2220,9926.0,,8611.0,,1315.0,,9059,9059,7906,7606,1153,1453,1504976
203,4618,21679,21679,17645,16362,4034,5317,19911.0,,16942.0,,2969.0,,18033,18033,13695,12935,4338,5098,1503101
204,4626,13670,13670,10530,10422,3140,3248,12793.0,,10374.0,,2419.0,,11571,11571,8523,8005,3048,3566,1505650
205,4634,31555,31555,25266,25000,6289,6555,30139.0,,24524.0,,5615.0,,29482,29482,23897,22921,5585,6561,1503200
206,4642,84772,84772,69879,68911,14893,15861,77810.0,,65435.0,,12375.0,,73289,73289,63369,61380,9920,11909,1504422
207,4650,51326,51326,41733,40079,9593,11247,48670.0,,40577.0,,8093.0,,46539,46539,37224,34141,9315,12398,1503309
208,4669,24364,24364,19436,18692,4928,5672,23247.0,,19509.0,,3738.0,,22802,22802,19042,17924,3760,4878,1508035
209,4677,8891,8891,7694,7450,1197,1441,8402.0,,7546.0,,856.0,,8198,8198,7411,7129,787,1069,1503408
210,4685,10208,10208,7526,7134,2682,3074,9803.0,,7811.0,,1992.0,,9414,9414,7244,6520,2170,2894,1506112
211,4693,26859,26859,21148,20459,5711,6400,25742.0,,20944.0,,4798.0,,24850,24850,19501,18407,5349,6443,1503507
212,4707,49064,49064,36578,37007,12486,12057,40583.0,,31920.0,,8663.0,,39855,39855,27000,25981,12855,13874,1502152
213,4715,87719,87719,60348,58688,27371,29031,83975.0,,57574.0,,26401.0,,77134,77134,51759,48084,25375,29050,1503606
214,4723,22309,22309,16665,16075,5644,6234,21807.0,,17463.0,,4344.0,,17144,17144,12849,12078,4295,5066,1500859
215,4731,34023,34023,24374,23488,9649,10535,33035.0,,24761.0,,8274.0,,32458,32458,22676,20605,9782,11853,1503705
216,4740,10441,10441,8841,8460,1600,1981,9391.0,,8378.0,,1013.0,,8765,8765,7771,7498,994,1267,1502855
217,4758,34419,34419,25014,24333,9405,10086,34460.0,,25969.0,,8491.0,,34284,34284,24471,22303,9813,11981,1503804
218,4766,14860,14860,10850,10196,4010,4664,14219.0,,11133.0,,3086.0,,13331,13331,9652,8821,3679,4510,1501956
219,4774,36904,36904,29272,28536,7632,8368,34537.0,,28388.0,,6149.0,,31773,31773,24318,23165,7455,8608,1503903
220,4782,10066,10066,7300,6943,2766,3123,9739.0,,7476.0,,2263.0,,9165,9165,6308,5802,2857,3363,1505635
221,4790,22051,22051,18348,17613,3703,4438,20464.0,,18084.0,,2380.0,,19536,19536,15531,14933,4005,4603,1504000
222,4804,15087,15087,12267,11982,2820,3105,14200.0,,11751.0,,2449.0,,13757,13757,11392,10962,2365,2795,1501451
223,4812,8409,8409,6712,6121,1697,2288,8075.0,,6865.0,,1210.0,,7833,7833,6290,5512,1543,2321,1504109
224,4820,5910,5910,4934,4576,976,1334,5482.0,,4806.0,,676.0,,5203,5203,4532,4241,671,962,1507466
225,4839,185129,185129,142315,142038,42814,43091,179714.0,,136777.0,,42937.0,,162409,162409,125012,120047,37397,42362,1504208
226,4847,4856,4856,3717,3531,1139,1325,4667.0,,4061.0,,606.0,,3917,3917,3312,3110,605,807,1507755
227,4855,25327,25327,20955,19586,4372,5741,23571.0,,20731.0,,2840.0,,22422,22422,19806,18532,2616,3890,1504307
228,4863,20289,20289,16121,15869,4168,4420,18977.0,,15290.0,,3687.0,,18259,18259,14820,14143,3439,4116,1504752
229,4871,23353,23353,19173,17724,4180,5629,21543.0,,18454.0,,3089.0,,20641,20641,18091,16353,2550,4288,1504406
230,4898,17874,17874,12817,12033,5057,5841,16995.0,,13806.0,,3189.0,,15903,15903,10508,8748,5395,7155,1504505
231,4910,27223,27223,21947,21200,5276,6023,25361.0,,21565.0,,3796.0,,23775,23775,19053,17856,4722,5919,1504604
232,4936,55044,55044,44303,43159,10741,11885,52549.0,,44133.0,,8416.0,,50504,50504,40253,37103,10251,13401,1504703
233,4952,50376,50376,39421,38487,10955,11889,47773.0,,37113.0,,10660.0,,45557,45557,35532,33905,10025,11652,1504802
234,4979,27831,27831,22120,21182,5711,6649,25824.0,,21787.0,,4037.0,,24199,24199,19030,17740,5169,6459,1504901
235,4995,11388,11388,9382,9067,2006,2321,10525.0,,9215.0,,1310.0,,9957,9957,8686,8390,1271,1567,1505007
236,5010,38364,38364,29945,29155,8419,9209,36094.0,,28103.0,,7991.0,,34663,34663,26593,25016,8070,9647,1505106
237,5037,23622,23622,19402,18515,4220,5107,22007.0,,18839.0,,3168.0,,21001,21001,16767,15625,4234,5376,1505205
238,5053,48950,48950,36935,34304,12015,14646,46340.0,,37032.0,,9308.0,,43627,43627,32117,29214,11510,14413,1505304
239,5070,16609,16609,12906,12505,3703,4104,15721.0,,12731.0,,2990.0,,15185,15185,11653,11099,3532,4086,1505403
240,5096,73912,73912,56673,55686,17239,18226,70282.0,,52655.0,,17627.0,,70774,70774,54397,50788,16377,19986,1505502
241,5118,8930,8930,7203,6790,1727,2140,8467.0,,7316.0,,1151.0,,8184,8184,6747,6261,1437,1923,1505601
242,5134,21762,21762,17462,16677,4300,5085,20308.0,,16875.0,,3433.0,,19684,19684,15842,15060,3842,4624,1505700
243,5150,38829,38829,27133,25378,11696,13451,36739.0,,27634.0,,9105.0,,33569,33569,21758,20115,11811,13454,1505809
244,5177,22784,22784,17377,16156,5407,6628,21345.0,,18063.0,,3282.0,,19363,19363,14368,13097,4995,6266,1505908
245,5193,25762,25762,20302,19725,5460,6037,23781.0,,19507.0,,4274.0,,22510,22510,17217,16390,5293,6120,1506005
246,5215,10972,10972,8405,8028,2567,2944,10416.0,,8627.0,,1789.0,,9982,9982,7871,7437,2111,2545,1506104
247,5231,33939,33939,27649,26802,6290,7137,31516.0,,26598.0,,4918.0,,29542,29542,25534,24255,4008,5287,1506203
248,5258,19837,19837,15613,15045,4224,4792,18764.0,,15428.0,,3336.0,,17495,17495,13984,12886,3511,4609,1506302
249,5274,7098,7098,4693,4366,2405,2732,6740.0,,5454.0,,1286.0,,6431,6431,4004,3695,2427,2736,1506401
250,5290,48901,48901,39131,38911,9770,9990,46590.0,,38376.0,,8214.0,,44061,44061,35959,34915,8102,9146,1506500
251,5312,20689,20689,17353,17306,3336,3383,19553.0,,16969.0,,2584.0,,18667,18667,16332,16257,2335,2410,1506609
252,5339,25021,25021,17066,16957,7955,8064,24532.0,,18646.0,,5886.0,,22172,22172,15167,13919,7005,8253,1506708
253,5355,237660,237660,191329,189098,46331,48562,221537.0,221537.0,174472.0,164204.0,47065.0,57333.0,218296,218296,179880,174019,38416,44277,1506807
254,5371,6309,6309,5286,4918,1023,1391,6038.0,,5382.0,,656.0,,5853,5853,5177,4695,676,1158,1506906
255,5398,25480,25480,20238,19690,5242,5790,24804.0,,20561.0,,4243.0,,22610,22610,18148,17466,4462,5144,1507003
256,5410,16122,16122,12386,11551,3736,4571,15500.0,,12593.0,,2907.0,,14665,14665,11221,10158,3444,4507,1507102
257,5436,23038,23038,19217,18550,3821,4488,21460.0,,18788.0,,2672.0,,20233,20233,17716,16897,2517,3336,1507201
258,5452,42870,42870,30182,29937,12688,12933,41201.0,,31032.0,,10169.0,,36370,36370,25150,23702,11220,12668,1507300
259,5479,15342,15342,12588,12475,2754,2867,14719.0,,12617.0,,2102.0,,13732,13732,11381,11024,2351,2708,1507409
260,5495,11473,11473,8724,8447,2749,3026,10994.0,,9030.0,,1964.0,,11056,11056,7959,7380,3097,3676,1507508
261,5517,41751,41751,33127,32378,8624,9373,39792.0,,32471.0,,7321.0,,37683,37683,29416,27893,8267,9790,1507607
262,5533,22418,22418,17828,16750,4590,5668,20850.0,,17617.0,,3233.0,,19672,19672,15249,14073,4423,5599,1507706
263,5550,12685,12685,9590,9213,3095,3472,11543.0,,9432.0,,2111.0,,9762,9762,8093,7552,1669,2210,1507805
264,5576,22127,22127,17084,15968,5043,6159,20865.0,,16902.0,,3963.0,,19980,19980,15376,13875,4604,6105,1507904
265,5592,52265,52265,39569,38808,12696,13457,49807.0,,39859.0,,9948.0,,47000,47000,35234,33636,11766,13364,1508001
266,5614,75502,75502,55499,54199,20003,21303,75696.0,,58313.0,,17383.0,,75205,75205,55823,52366,19382,22839,1508100
267,5630,40447,40447,30678,29501,9769,10946,38612.0,,29991.0,,8621.0,,36798,36798,28073,26297,8725,10501,1508209
268,5657,45927,45927,33390,32312,12537,13615,43430.0,,34200.0,,9230.0,,40765,40765,29822,28174,10943,12591,1508308
269,5673,65286,65286,47915,48387,17371,16899,63302.0,,47308.0,,15994.0,,58850,58850,43111,40621,15739,18229,1506138
270,5690,14445,14445,10726,10645,3719,3800,14132.0,,11075.0,,3057.0,,13899,13899,10266,9698,3633,4201,1506161
271,5711,37271,37271,26915,26955,10356,10316,36600.0,,27515.0,,9085.0,,33711,33711,24611,23419,9100,10292,1508407
272,5738,30500,30500,21017,20817,9483,9683,29722.0,,21256.0,,8466.0,,29617,29617,20103,19140,9514,10477,1506187
273,5754,29948,29948,22486,22798,7462,7150,29443.0,,22673.0,,6770.0,,28564,28564,20446,19944,8118,8620,1508159
274,5770,19943,19943,15429,15441,4514,4502,19092.0,,15542.0,,3550.0,,17622,17622,13144,12691,4478,4931,1504455
275,5797,21411,21411,15140,14684,6271,6727,20744.0,,15469.0,,5275.0,,20547,20547,14027,12975,6520,7572,1507458
276,5819,23915,23915,19192,18650,4723,5265,22809.0,,18933.0,,3876.0,,21291,21291,16879,15982,4412,5309,1502756
277,5835,182543,182543,142943,143124,39600,39419,162619.0,,128141.0,,34478.0,,156301,156301,116992,114952,39309,41349,1505536
278,5851,17489,17489,12708,12637,4781,4852,17062.0,,13546.0,,3516.0,,16180,16180,11714,11441,4466,4739,1502772
279,5878,22763,22763,17262,16810,5501,5953,21707.0,,17634.0,,4073.0,,21107,21107,15752,14959,5355,6148,1503077
280,5894,19498,19498,14276,14284,5222,5214,18512.0,,14335.0,,4177.0,,17655,17655,12558,12063,5097,5592,1506195
281,5916,28950,28950,21302,20630,7648,8320,27939.0,,21606.0,,6333.0,,26774,26774,18678,17071,8096,9703,1505486
282,5932,6333,6333,5263,5048,1070,1285,5958.0,,5363.0,,595.0,,5308,5308,4722,4591,586,717,1501758
283,5959,25011,25011,17096,16893,7915,8118,24437.0,,17828.0,,6609.0,,22423,22423,14896,14173,7527,8250,1505437
284,5975,30626,30626,23083,23080,7543,7546,29660.0,,23808.0,,5852.0,,30549,30549,21453,20331,9096,10218,1502939
285,5991,12509,12509,9365,9086,3144,3423,12664.0,,10560.0,,2104.0,,11265,11265,9105,8474,2160,2791,1506583
286,6009,3740,3740,3095,2383,645,1357,3544.0,,3106.0,,438.0,,3290,3290,2733,2301,557,989,1600550
287,6017,6880,6880,5495,4560,1385,2320,6497.0,,5299.0,,1198.0,,6081,6081,4905,4254,1176,1827,1600105
288,6025,14210,14210,10624,9476,3586,4734,13681.0,,10240.0,,3441.0,,13504,13504,10644,9541,2860,3963,1600535
289,6033,8294,8294,6279,5298,2015,2996,7615.0,,5990.0,,1625.0,,7590,7590,5806,5121,1784,2469,1600204
290,6041,7359,7359,6008,4504,1351,2855,7365.0,,6271.0,,1094.0,,5644,5644,4764,3985,880,1659,1600253
291,6050,311547,311547,253799,234832,57748,76715,292718.0,292718.0,217162.0,193767.0,75556.0,98951.0,293167,293167,248526,235015,44641,58152,1600303
292,6068,5054,5054,4157,3154,897,1900,4808.0,,4140.0,,668.0,,4254,4254,3547,2892,707,1362,1600212
293,6076,19191,19191,16448,13705,2743,5486,16178.0,,13662.0,,2516.0,,15092,15092,13188,11548,1904,3544,1600402
294,6084,10163,10163,7632,6616,2531,3547,9546.0,,7546.0,,2000.0,,8877,8877,6725,5945,2152,2932,1600154
295,6092,21266,21266,14540,12876,6726,8390,19547.0,,12067.0,,7480.0,,19298,19298,13137,11642,6161,7656,1600501
296,6106,3883,3883,3049,2627,834,1256,3778.0,,3057.0,,721.0,,3596,3596,2902,2597,694,999,1600055
297,6114,6119,6119,5068,4131,1051,1988,5478.0,,4933.0,,545.0,,6740,6740,5105,4076,1635,2664,1600238
298,6122,10197,10197,7810,6647,2387,3550,9916.0,,7816.0,,2100.0,,9728,9728,7763,6676,1965,3052,1600808
299,6130,28982,28982,21344,19025,7638,9957,28372.0,,20668.0,,7704.0,,28762,28762,22422,20079,6340,8683,1600279
300,6157,83411,83411,69745,64696,13666,18715,78332.0,,61999.0,,16333.0,,77459,77459,67121,63090,10338,14369,1600600
301,6173,10391,10391,8197,6658,2194,3733,9727.0,,8021.0,,1706.0,,9028,9028,7349,6177,1679,2851,1600709
302,7005,12201,12201,8337,8175,3864,4026,11886.0,,9143.0,,2743.0,,11208,11208,7850,7594,3358,3614,2100154
303,7013,7139,7139,5438,5267,1701,1872,6805.0,,5686.0,,1119.0,,6177,6177,4807,4519,1370,1658,2100105
304,7021,19349,19349,13799,13817,5550,5532,18561.0,,14312.0,,4249.0,,17472,17472,12537,12549,4935,4923,2100436
305,7030,18188,18188,13358,12462,4830,5726,17722.0,,13672.0,,4050.0,,17688,17688,12659,11068,5029,6620,2100204
306,7048,22854,22854,15750,15424,7104,7430,21949.0,,15913.0,,6036.0,,20816,20816,14284,13819,6532,6997,2100477
307,7056,19442,19442,13685,13697,5757,5745,18722.0,,14444.0,,4278.0,,17538,17538,12359,12165,5179,5373,2100303
308,7064,13711,13711,10344,9685,3367,4026,13124.0,,11144.0,,1980.0,,11972,11972,8965,7882,3007,4090,2100832
309,7072,5734,5734,4031,3925,1703,1809,5561.0,,4574.0,,987.0,,5384,5384,3781,3560,1603,1824,2100402
310,7080,5883,5883,4237,4032,1646,1851,5799.0,,4737.0,,1062.0,,5190,5190,3716,3432,1474,1758,2100550
311,7099,8401,8401,6166,6136,2235,2265,8162.0,,6553.0,,1609.0,,8040,8040,5653,5457,2387,2583,2100501
312,7102,8468,8468,5774,5684,2694,2784,8170.0,,6273.0,,1897.0,,7708,7708,5468,5030,2240,2678,2100873
313,7110,27464,27464,20490,20492,6974,6972,25968.0,,20847.0,,5121.0,,25497,25497,18892,18306,6605,7191,2100600
314,7129,14219,14219,11925,11647,2294,2572,13552.0,,12001.0,,1551.0,,12601,12601,11229,10785,1372,1816,2101251
315,7137,18653,18653,14832,14620,3821,4033,17577.0,,15395.0,,2182.0,,16029,16029,13688,13050,2341,2979,2100709
316,7145,5348,5348,3912,3628,1436,1720,5153.0,,4342.0,,811.0,,4985,4985,3736,3149,1249,1836,2101350
317,7153,14254,14254,11289,11068,2965,3186,13895.0,,12110.0,,1785.0,,12479,12479,10172,9864,2307,2615,2100808
318,7161,7015,7015,5978,5727,1037,1288,6452.0,,5927.0,,525.0,,5913,5913,5104,4794,809,1119,2101731
319,7170,34888,34888,24822,24524,10066,10364,33562.0,,25272.0,,8290.0,,32866,32866,23192,22930,9674,9936,2100907
320,7188,10338,10338,7462,7330,2876,3008,9892.0,,7689.0,,2203.0,,9304,9304,6774,6507,2530,2797,2101772
321,7196,24794,24794,18124,17814,6670,6980,23655.0,,17950.0,,5705.0,,23012,23012,17265,16472,5747,6540,2101004
322,7200,5295,5295,4063,4018,1232,1277,5234.0,,4262.0,,972.0,,5142,5142,3837,3612,1305,1530,2101939
323,7218,9736,9736,8346,8028,1390,1708,9019.0,,8297.0,,722.0,,7968,7968,7147,6750,821,1218,2101103
324,7226,9133,9133,6527,6080,2606,3053,8620.0,,6879.0,,1741.0,,7762,7762,5426,4975,2336,2787,2102374
325,7234,66354,66354,53847,53367,12507,12987,61894.0,,51225.0,,10669.0,,58494,58494,48879,50243,9615,8251,2101202
326,7242,12288,12288,9050,8898,3238,3390,12185.0,,9436.0,,2749.0,,11485,11485,8487,8172,2998,3313,2103752
327,7250,14377,14377,10309,9752,4068,4625,13977.0,,11087.0,,2890.0,,13595,13595,9392,8532,4203,5063,2101301
328,7269,21320,21320,15261,14916,6059,6404,21191.0,,16925.0,,4266.0,,19206,19206,14123,13459,5083,5747,2102036
329,7277,64426,64426,50600,51524,13826,12902,59203.0,,47017.0,,12186.0,,57270,57270,45315,44802,11955,12468,2101400
330,7285,11062,11062,8842,8674,2220,2388,10105.0,,8758.0,,1347.0,,8646,8646,6992,6895,1654,1751,2102077
331,7293,15040,15040,11410,11577,3630,3463,14386.0,,11783.0,,2603.0,,14089,14089,10633,10647,3456,3442,2101509
332,7307,7808,7808,5571,5584,2237,2224,7621.0,,6289.0,,1332.0,,7055,7055,5203,5055,1852,2000,2102150
333,7315,60533,60533,46900,46297,13633,14236,56807.0,,45290.0,,11517.0,,55959,55959,43172,42064,12787,13895,2101608
334,7323,6501,6501,4772,4493,1729,2008,6151.0,,5040.0,,1111.0,,5435,5435,4149,3898,1286,1537,2101970
335,7331,45854,45854,38050,37076,7804,8778,40911.0,,35954.0,,4957.0,,37470,37470,33189,31986,4281,5484,2101707
336,7340,41253,41253,32309,31791,8944,9462,38075.0,,30938.0,,7137.0,,35607,35607,30900,29798,4707,5809,2102325
337,7358,4157,4157,3221,3250,936,907,4049.0,,3596.0,,453.0,,3907,3907,3146,2983,761,924,2101806
338,7366,11870,11870,8930,8856,2940,3014,11711.0,,9689.0,,2022.0,,11016,11016,8224,7865,2792,3151,2102358
339,7374,19272,19272,14217,13692,5055,5580,18708.0,,15260.0,,3448.0,,17448,17448,12925,11131,4523,6317,2101905
340,7382,10322,10322,7467,7421,2855,2901,10090.0,,7850.0,,2240.0,,9640,9640,6948,6780,2692,2860,2102556
341,7390,24350,24350,19287,18751,5063,5599,22581.0,,19603.0,,2978.0,,20505,20505,17109,16531,3396,3974,2102101
342,7404,9162,9162,6915,6917,2247,2245,9092.0,,7563.0,,1529.0,,8715,8715,6571,6377,2144,2338,2102754
343,7412,23066,23066,16752,15746,6314,7320,21759.0,,17066.0,,4693.0,,20914,20914,15041,14714,5873,6200,2102200
344,7420,8036,8036,5509,5272,2527,2764,7740.0,,6038.0,,1702.0,,6995,6995,4586,4128,2409,2867,2103125
345,7439,18870,18870,13085,13219,5785,5651,18366.0,,13722.0,,4644.0,,17900,17900,12373,12285,5527,5615,2102309
346,7447,7702,7702,5828,5685,1874,2017,7402.0,,5970.0,,1432.0,,6839,6839,5431,5039,1408,1800,2103158
347,7455,9738,9738,7207,6565,2531,3173,9491.0,,8016.0,,1475.0,,9084,9084,6429,5582,2655,3502,2102408
348,7463,12458,12458,9277,9114,3181,3344,11732.0,,9494.0,,2238.0,,10896,10896,8165,7922,2731,2974,2103174
349,7471,15652,15652,12063,11539,3589,4113,15167.0,,13043.0,,2124.0,,13949,13949,10757,10001,3192,3948,2102507
350,7480,11591,11591,8523,8318,3068,3273,11287.0,,8858.0,,2429.0,,10718,10718,7948,7647,2770,3071,2103257
351,7498,16522,16522,11877,10966,4645,5556,15936.0,,12625.0,,3311.0,,15335,15335,10904,9778,4431,5557,2102606
352,7501,11984,11984,8882,8653,3102,3331,11561.0,,9395.0,,2166.0,,10602,10602,7913,7599,2689,3003,2103554
353,7510,14272,14272,10144,9946,4128,4326,13998.0,,11055.0,,2943.0,,13030,13030,9303,8887,3727,4143,2102705
354,7528,6222,6222,5027,5003,1195,1219,6059.0,,5456.0,,603.0,,5672,5672,4636,4559,1036,1113,2104073
355,7536,18875,18875,13929,13955,4946,4920,18642.0,,14732.0,,3910.0,,17509,17509,12618,12143,4891,5366,2102804
356,7544,8952,8952,7383,7224,1569,1728,8861.0,,8165.0,,696.0,,7454,7454,6255,5918,1199,1536,2104081
357,7552,19099,19099,14168,13494,4931,5605,18097.0,,14284.0,,3813.0,,17358,17358,12935,11704,4423,5654,2102903
358,7560,12754,12754,10488,10491,2266,2263,11901.0,,10754.0,,1147.0,,11160,11160,9647,9415,1513,1745,2104099
359,7579,108413,108413,86953,86907,21460,21506,101000.0,,84362.0,,16638.0,,96420,96420,80166,80208,16254,16212,2103000
360,7595,9477,9477,6837,6500,2640,2977,9111.0,,7311.0,,1800.0,,8708,8708,6006,5374,2702,3334,2103109
361,7609,14956,14956,11459,11404,3497,3552,14697.0,,12080.0,,2617.0,,13891,13891,10736,10154,3155,3737,2104552
362,7617,54834,54834,44522,44233,10312,10601,49980.0,,42576.0,,7404.0,,46865,46865,40104,39910,6761,6955,2103208
363,7625,6606,6606,4749,4844,1857,1762,6275.0,,4974.0,,1301.0,,6085,6085,4247,4096,1838,1989,2104628
364,7633,78601,78601,58337,58179,20264,20422,72921.0,,56882.0,,16039.0,,70422,70422,53612,53192,16810,17230,2103307
365,7641,8246,8246,5769,5620,2477,2626,8010.0,,6115.0,,1895.0,,7790,7790,5429,5069,2361,2721,2104651
366,7650,32159,32159,24788,24816,7371,7343,29901.0,,24878.0,,5023.0,,28603,28603,24103,24287,4500,4316,2103406
367,7668,18174,18174,12926,12671,5248,5503,17641.0,,14026.0,,3615.0,,16970,16970,12281,11631,4689,5339,2104677
368,7676,27218,27218,21425,21569,5793,5649,24945.0,,21111.0,,3834.0,,23395,23395,19507,19365,3888,4030,2103505
369,7684,12208,12208,8537,8294,3671,3914,11805.0,,9108.0,,2697.0,,11438,11438,8318,7852,3120,3586,2105153
370,7692,44819,44819,33146,33818,11673,11001,42304.0,,34109.0,,8195.0,,40772,40772,32255,31910,8517,8862,2103604
371,7706,9900,9900,7845,7642,2055,2258,9022.0,,8083.0,,939.0,,8090,8090,6868,6612,1222,1478,2105351
372,7714,27642,27642,19799,18876,7843,8766,26675.0,,19975.0,,6700.0,,25217,25217,16753,15388,8464,9829,2103703
373,7722,18470,18470,13815,13519,4655,4951,18578.0,,14784.0,,3794.0,,17191,17191,12647,11991,4544,5200,2105427
374,7730,18553,18553,13995,13829,4558,4724,18040.0,,14466.0,,3574.0,,18142,18142,13379,12749,4763,5393,2103802
375,7749,7175,7175,5210,5094,1965,2081,7022.0,,5784.0,,1238.0,,6562,6562,4825,4636,1737,1926,2105450
376,7757,10107,10107,7418,7209,2689,2898,9717.0,,7647.0,,2070.0,,9349,9349,6895,6712,2454,2637,2103901
377,7765,12544,12544,9967,9815,2577,2729,11999.0,,10770.0,,1229.0,,10949,10949,8740,8506,2209,2443,2105476
378,7773,14206,14206,11090,11033,3116,3173,13415.0,,11336.0,,2079.0,,12849,12849,10353,10255,2496,2594,2104008
379,7781,5071,5071,3704,3633,1367,1438,4978.0,,4335.0,,643.0,,4635,4635,3776,3652,859,983,2105658
380,7790,10120,10120,8152,8177,1968,1943,9577.0,,8429.0,,1148.0,,9026,9026,7517,7288,1509,1738,2104107
381,7803,8509,8509,6566,6457,1943,2052,8328.0,,6741.0,,1587.0,,8033,8033,6249,5980,1784,2053,2105948
382,7811,13111,13111,9484,9429,3627,3682,12554.0,,9780.0,,2774.0,,12203,12203,8685,8618,3518,3585,2104206
383,7820,8807,8807,6125,6254,2682,2553,8645.0,,6726.0,,1919.0,,8354,8354,6063,5959,2291,2395,2105922
384,7838,8903,8903,6326,5833,2577,3070,8608.0,,6858.0,,1750.0,,7869,7869,5319,4681,2550,3188,2104305
385,7846,9704,9704,7305,7397,2399,2307,9363.0,,7761.0,,1602.0,,8833,8833,6592,6554,2241,2279,2105963
386,7854,13812,13812,9646,9771,4166,4041,13441.0,,10715.0,,2726.0,,12854,12854,9036,8907,3818,3947,2104404
387,7862,5990,5990,4957,4897,1033,1093,5700.0,,5167.0,,533.0,,5339,5339,4671,4411,668,928,2105989
388,7870,8696,8696,6193,6193,2503,2503,8591.0,,6872.0,,1719.0,,8297,8297,5920,5675,2377,2622,2104503
389,7889,14747,14747,10954,10699,3793,4048,13716.0,,11700.0,,2016.0,,12717,12717,10103,9673,2614,3044,2106326
390,7897,11845,11845,8378,8463,3467,3382,11524.0,,8892.0,,2632.0,,11520,11520,8050,7914,3470,3606,2104602
391,7900,6439,6439,4689,4521,1750,1918,6531.0,,5306.0,,1225.0,,6416,6416,4629,4409,1787,2007,2106359
392,7919,6405,6405,4814,4650,1591,1755,6111.0,,5080.0,,1031.0,,5734,5734,4234,3976,1500,1758,2104701
393,7927,8221,8221,6120,5914,2101,2307,7878.0,,6298.0,,1580.0,,7475,7475,5695,5413,1780,2062,2106375
394,7935,47448,47448,38444,37986,9004,9462,42766.0,,36081.0,,6685.0,,39100,39100,33940,32747,5160,6353,2104800
395,7943,6373,6373,5054,4977,1319,1396,6150.0,,5465.0,,685.0,,5478,5478,4825,4678,653,800,2106631
396,7951,9625,9625,7229,6984,2396,2641,9185.0,,7504.0,,1681.0,,8864,8864,6840,6352,2024,2512,2104909
397,7960,6167,6167,4641,4360,1526,1807,5964.0,,5043.0,,921.0,,5742,5742,4160,3893,1582,1849,2106672
398,7978,23822,23822,17651,15950,6171,7872,22581.0,,18133.0,,4448.0,,21541,21541,15374,12961,6167,8580,2105005
399,7986,4443,4443,3555,3516,888,927,4291.0,,3745.0,,546.0,,4181,4181,3382,3247,799,934,2107258
400,7994,20942,20942,17667,15637,3275,5305,19438.0,,17654.0,,1784.0,,17155,17155,15213,13087,1942,4068,2105104
401,8001,13604,13604,9857,9384,3747,4220,13281.0,,10261.0,,3020.0,,12882,12882,9404,8720,3478,4162,2107357
402,8010,8091,8091,6822,6683,1269,1408,7657.0,,6704.0,,953.0,,7179,7179,6359,6125,820,1054,2105203
